,psu,hhld,sn,abs_sex,abs_age,abs_relhh,abs_edulvl,abs_rsn,abs_nummonth,abs_living,l10_1digit,l10_nsco
318,1031,20,1,Female,38,Daughter-in-law,Class 9,1,34,India,F,5120
319,1031,5,1,Male,18,Son/Daughter,Class 9,1,25,Qatar,J,9321
320,1031,8,1,Male,42,Spouse,Class 5,1,120,India,F,5221
321,1031,4,1,Male,32,Spouse,Class 8,1,6,Saudi Arabia,F,5120
322,1031,3,1,Male,28,Spouse,Class 6,1,12,Saudi Arabia,I,8331
323,1031,11,1,Male,27,Son/Daughter,SLC and equiv.,1,7,Qatar,H,7411
324,1031,19,1,Male,33,Spouse,Class 8,1,12,Malaysia,I,8142
325,1031,16,1,Female,32,Daughter-in-law,Class 9,1,12,Bahrain,J,9111
326,1032,2,1,Male,29,Spouse,SLC and equiv.,4,120,Saudi Arabia,I,8157
327,1032,9,1,Female,34,Son/Daughter,Illiterate,4,24,United Arab Emirates,J,9111
328,1032,17,1,Male,31,Son/Daughter,Class 8,4,36,Malaysia,J,9321
329,1032,13,1,Male,24,Spouse,Class 9,4,108,Malaysia,F,5419
330,1032,6,1,Male,21,Son/Daughter,Bachelor Level and equiv.,3,24,Japan,0,0
331,1032,3,1,Male,22,Spouse,Class 10,1,240,Bhojpur,F,5412
332,1032,16,1,Female,36,Daughter-in-law,Bachelor Level and equiv.,1,72,Bahrain,J,9129
333,1032,20,1,Male,19,Son/Daughter,Class 12 and Intermediate,1,24,India,A,310
334,1032,4,1,Male,26,Son/Daughter,Class 12 and Intermediate,1,60,Malaysia,0,0
335,1032,4,2,Male,23,Son/Daughter,SLC and equiv.,1,60,Malaysia,F,5414
336,1032,4,3,Male,23,Son/Daughter,Bachelor Level and equiv.,1,21,Malaysia,I,8121
337,1032,11,1,Male,20,Spouse,Class 12 and Intermediate,1,180,Sunsari,F,5412
338,1032,8,1,Male,28,Son/Daughter,Bachelor Level and equiv.,1,21,"Korea, Republic of",0,0
339,1033,17,1,Male,31,Son/Daughter,SLC and equiv.,4,1,Ilam,E,4311
340,1033,13,1,Male,19,Grand son/daughter,Class 12 and Intermediate,3,36,Jhapa,9,9999
341,1033,4,1,Male,14,Son/Daughter,Class 8,3,12,Jhapa,9,9999
342,1033,4,2,Male,75,Father / mother,Class 2,7,24,Jhapa,9,9999
343,1033,4,3,Male,16,Son/Daughter,SLC and equiv.,3,24,Jhapa,9,9999
344,1033,2,1,Male,22,Son/Daughter,Bachelor Level and equiv.,1,22,Jhapa,F,5242
345,1033,16,1,Male,22,Son/Daughter,Class 8,1,18,Qatar,J,9112
346,1033,16,2,Male,18,Son/Daughter,Class 8,1,34,Malaysia,0,0
347,1033,16,3,Male,19,Son/Daughter,Class 8,1,0,India,0,0
348,1033,5,1,Male,20,Son/Daughter,SLC and equiv.,1,123,Saudi Arabia,J,9333
349,1033,5,2,Male,23,Son/Daughter,SLC and equiv.,1,23,United Arab Emirates,0,0
350,1033,15,1,Male,36,Spouse,Illiterate,1,25,Qatar,J,9313
351,1033,15,2,Male,16,Son/Daughter,Class 6,1,4,India,J,9112
352,1033,9,1,Male,19,Son/Daughter,SLC and equiv.,1,75,Qatar,H,7322
353,1033,10,1,Male,22,Son/Daughter,SLC and equiv.,1,2,Ilam,F,5120
354,1033,20,1,Male,23,Brother/sister,Class 9,1,120,United Arab Emirates,J,0
355,1033,20,2,Male,23,Brother/sister,Class 10,1,80,United Arab Emirates,0,0
356,1033,12,1,Male,38,Spouse,Class 12 and Intermediate,1,84,United Arab Emirates,F,5131
357,1033,19,1,Male,19,Son/Daughter,Class 9,1,108,Qatar,I,8332
358,1034,3,1,Male,41,Spouse,Class 10,1,48,Malaysia,F,5222
359,1034,3,2,Male,17,Son/Daughter,SLC and equiv.,3,12,Jhapa,9,9999
360,1034,6,1,Male,18,Son/Daughter,Class 12 and Intermediate,3,36,Jhapa,9,9999
361,1034,6,2,Female,19,Son/Daughter,Class 12 and Intermediate,3,9,Jhapa,9,9999
362,1034,2,1,Female,25,Son/Daughter,Class 12 and Intermediate,6,60,Jhapa,F,5223
363,1034,18,1,Male,21,Son/Daughter,Class 5,4,24,Saudi Arabia,H,7115
364,1034,20,1,Male,27,Son/Daughter,SLC and equiv.,4,12,United Arab Emirates,H,7411
365,1034,7,1,Male,19,Son/Daughter,SLC and equiv.,4,72,Malaysia,E,4132
366,1034,7,2,Male,21,Son/Daughter,Class 12 and Intermediate,3,1,India,9,9999
367,1034,15,1,Male,18,Son/Daughter,Class 10,4,7,Qatar,H,7212
368,1035,1,1,Male,29,Spouse,Class 10,4,12,Qatar,0,0
369,1035,19,1,Male,25,Son/Daughter,Class 10,4,18,Qatar,F,5131
370,1035,20,1,Male,27,Son/Daughter,Class 9,1,16,Qatar,J,9112
371,1035,3,1,Male,20,Son/Daughter,Class 8,1,46,United Arab Emirates,0,0
372,1035,11,1,Male,24,Son/Daughter,SLC and equiv.,1,121,Qatar,J,9112
373,1035,13,1,Male,24,Son/Daughter,SLC and equiv.,1,18,Saudi Arabia,F,5131
374,1035,10,1,Male,21,Son/Daughter,Class 3,1,48,Malaysia,0,0
375,1035,17,1,Male,32,Son/Daughter,SLC and equiv.,1,48,Qatar,I,8331
376,1035,15,1,Male,36,Spouse,Class 8,1,48,Qatar,I,8343
377,1035,7,1,Male,23,Son/Daughter,Class 10,1,6,United Arab Emirates,J,9613
378,1035,5,1,Male,35,Spouse,Class 7,1,6,United Arab Emirates,I,8212
379,1036,5,1,Male,27,Son/Daughter,Class 9,4,11,Qatar,J,9112
380,1036,14,1,Male,30,Son/Daughter,Class 12 and Intermediate,1,180,Kathmandu,E,4225
381,1036,14,2,Female,36,Grand son/daughter,Bachelor Level and equiv.,5,36,Kathmandu,0,0
382,1036,6,1,Male,30,Son/Daughter,Class 3,4,9,Malaysia,0,0
383,1036,11,1,Male,43,Son/Daughter,Class 10,4,4,Saudi Arabia,I,8332
384,1036,3,1,Male,28,Son/Daughter,Class 12 and Intermediate,4,4,Qatar,F,5120
385,1036,3,2,Female,24,Son/Daughter,Class 8,4,18,Kuwait,J,9111
386,1036,20,1,Male,25,Son/Daughter,SLC and equiv.,4,72,United Arab Emirates,F,5414
387,1036,1,1,Male,46,Spouse,Class 6,4,24,Qatar,J,9112
388,1036,1,2,Male,20,Son/Daughter,Class 12 and Intermediate,4,36,Malaysia,F,5211
389,1036,19,1,Male,22,Son/Daughter,Class 10,4,36,Malaysia,H,7215
390,1036,13,1,Male,32,Spouse,Class 8,4,12,United Arab Emirates,F,5414
391,1036,17,1,Male,35,Daughter-in-law,Class 12 and Intermediate,1,60,Saudi Arabia,D,3115
392,1036,2,1,Female,27,Spouse,Class 10,1,16,United Arab Emirates,F,5223
393,1036,18,1,Male,22,Son/Daughter,Class 12 and Intermediate,1,24,Saudi Arabia,D,3122
394,1036,7,1,Female,25,Son/Daughter,Class 12 and Intermediate,4,36,Kathmandu,9,9999
395,1036,7,2,Male,19,Son/Daughter,Class 12 and Intermediate,3,3,Kathmandu,9,9999
396,1036,7,3,Male,16,Son/Daughter,SLC and equiv.,3,3,Kathmandu,9,9999
397,1036,12,1,Female,34,Spouse,Class 5,1,60,Oman,J,9111
398,1036,8,1,Male,38,Spouse,Illiterate,1,24,Saudi Arabia,H,7115
399,1037,5,1,Male,22,Son/Daughter,Class 12 and Intermediate,4,15,Jhapa,C,2355
400,1037,10,1,Female,10,Son/Daughter,Class 5,5,12,Taplejung,0,0
401,1037,10,2,Female,6,Son/Daughter,Class 1,3,24,Taplejung,,NA
402,1037,17,1,Male,37,Son/Daughter,Professional degree,1,24,Saudi Arabia,0,0
403,1037,17,2,Female,23,Daughter-in-law,Class 9,1,5,Qatar,F,5142
404,1037,6,1,Male,34,Spouse,Class 9,1,24,Saudi Arabia,0,0
405,1037,11,1,Male,23,Son/Daughter,Class 6,1,24,United Arab Emirates,J,9111
406,1037,11,2,Male,15,Son/Daughter,Class 6,1,23,Panchthar,I,8342
407,1037,9,1,Male,36,Spouse,Class 10,1,12,United Arab Emirates,J,9412
408,1038,5,1,Male,35,Spouse,Class 9,4,18,United Arab Emirates,F,5414
409,1038,11,1,Male,21,Son/Daughter,Bachelor Level and equiv.,4,36,"Korea, Republic of",J,9329
410,1038,1,1,Male,32,Spouse,SLC and equiv.,4,4,United Arab Emirates,F,5414
411,1038,8,1,Male,33,Spouse,Class 9,4,18,Saudi Arabia,F,5131
412,1038,2,1,Male,31,Brother/sister,Class 12 and Intermediate,4,36,United Arab Emirates,F,5222
413,1038,17,1,Female,22,Son/Daughter,SLC and equiv.,1,4,Qatar,J,9112
414,1038,18,1,Male,23,Son/Daughter,SLC and equiv.,1,19,United Arab Emirates,0,0
415,1038,14,1,Male,30,Spouse,SLC and equiv.,4,0,Saudi Arabia,H,7411
416,1038,10,1,Male,51,Spouse,Class 10,4,112,United Arab Emirates,J,9321
417,1038,6,1,Male,28,Son/Daughter,Class 8,4,36,Saudi Arabia,J,9412
418,1038,16,1,Male,24,Son/Daughter,Class 9,4,3,Malaysia,J,9211
419,1039,18,1,Male,25,Son/Daughter,Illiterate,4,12,Malaysia,0,0
420,1039,20,1,Male,18,Brother/sister,Class 10,3,8,Kathmandu,0,0
421,1039,20,2,Male,30,Brother/sister,Class 9,4,120,Saudi Arabia,F,5223
422,1039,20,3,Male,22,Son/Daughter,Class 10,4,12,United Arab Emirates,J,9333
423,1039,20,4,Male,19,Brother/sister,SLC and equiv.,4,96,Malaysia,J,9329
424,1039,9,1,Male,36,Spouse,Literate (Levelless),4,48,Saudi Arabia,F,5131
425,1039,19,1,Male,17,Son/Daughter,Class 7,4,30,United Arab Emirates,J,9313
426,1039,3,1,Male,37,Spouse,Class 5,4,24,Qatar,J,9312
427,1039,16,1,Male,7,Son/Daughter,Class 2,3,84,Kathmandu,0,0
428,1039,16,2,Male,4,Son/Daughter,NA,5,36,Sunsari,,NA
429,1039,15,1,Male,23,Son/Daughter,Class 12 and Intermediate,1,2,Malaysia,0,0
430,1039,15,2,Male,21,Son/Daughter,Class 12 and Intermediate,1,2,Malaysia,0,0
431,1039,2,1,Male,21,Son/Daughter,Class 7,1,32,Qatar,0,0
432,1039,12,1,Male,19,Son/Daughter,Class 9,1,36,Qatar,0,0
433,1039,6,1,Male,31,Spouse,Class 8,1,48,United Arab Emirates,I,8122
434,1040,17,1,Female,17,Son/Daughter,SLC and equiv.,3,36,Kathmandu,9,9999
435,1040,8,1,Male,15,Son/Daughter,SLC and equiv.,3,204,Dolakha,D,3343
436,1040,8,2,Male,15,Son/Daughter,SLC and equiv.,3,180,Kathmandu,C,2411
437,1040,8,3,Male,16,Son/Daughter,SLC and equiv.,3,132,Kathmandu,9,9999
438,1040,7,1,Male,36,Spouse,SLC and equiv.,1,26,Morang,F,5211
439,1040,2,1,Male,28,Brother/sister,Class 12 and Intermediate,1,60,India,F,5131
440,1040,15,1,Male,25,Brother/sister,Bachelor Level and equiv.,3,6,India,9,9999
441,1041,6,1,Male,41,Spouse,Class 10,1,24,Qatar,J,9121
442,1041,3,1,Female,21,Son/Daughter,Class 12 and Intermediate,3,9,Kathmandu,9,9999
443,1041,18,1,Female,24,Son/Daughter,Bachelor Level and equiv.,3,9,Japan,9,9999
444,1041,7,1,Male,36,Spouse,Class 12 and Intermediate,4,24,United Arab Emirates,I,8322
445,1041,9,1,Male,52,Father / mother,Class 10,1,36,United Kingdom,F,5412
446,1041,9,2,Female,51,Father / mother,Class 9,5,8,United Kingdom,9,9999
447,1042,17,1,Male,21,Brother/sister,SLC and equiv.,1,24,United Arab Emirates,F,5131
448,1042,3,1,Male,57,Spouse,Class 5,1,12,India,J,9313
449,1042,18,1,Male,37,Other relatives,Class 10,1,36,India,B,1411
450,1042,18,2,Male,24,Son/Daughter,Class 10,1,72,United Arab Emirates,J,9621
451,1042,12,1,Male,36,Spouse,Class 10,1,48,Sunsari,F,5412
452,1042,11,1,Male,36,Son/Daughter,Bachelor Level and equiv.,4,60,Saudi Arabia,F,5223
453,1042,1,1,Male,22,Spouse,Class 10,4,8,Saudi Arabia,F,5131
454,1043,3,1,Male,18,Son/Daughter,Class 10,1,36,Panchthar,F,5223
455,1043,18,1,Female,18,Son/Daughter,Class 12 and Intermediate,1,144,Kathmandu,C,2221
456,1043,2,1,Female,36,Father / mother,Class 5,1,72,Kuwait,J,9613
457,1043,8,1,Male,41,Spouse,Class 8,1,37,Malaysia,J,9333
458,1043,16,1,Male,31,Spouse,Class 7,1,23,United Arab Emirates,J,9112
459,1043,11,1,Female,22,Son/Daughter,Bachelor Level and equiv.,3,18,Kathmandu,9,9999
460,1043,9,1,Male,25,Spouse,Class 10,1,60,Saudi Arabia,I,8332
461,1043,20,1,Male,26,Son/Daughter,Class 10,1,156,Saudi Arabia,H,7126
462,1044,2,1,Male,26,Spouse,Class 10,4,48,Malaysia,F,5414
463,1044,5,1,Male,47,Spouse,Illiterate,4,6,India,J,9212
464,1044,5,2,Male,19,Son/Daughter,SLC and equiv.,4,6,India,J,9212
465,1044,10,1,Male,33,Father / mother,Class 10,4,60,Bahrain,I,8322
466,1044,10,2,Female,40,Father / mother,Class 5,4,24,Bahrain,F,5414
467,1044,6,1,Male,22,Son/Daughter,Class 12 and Intermediate,4,7,United Arab Emirates,F,5131
468,1044,6,2,Male,20,Son/Daughter,SLC and equiv.,1,12,Bhaktapur,A,310
469,1044,17,1,Male,32,Spouse,Bachelor Level and equiv.,4,18,Qatar,H,7121
470,1044,8,1,Male,10,Grand son/daughter,Class 3,3,72,Jhapa,9,9999
471,1044,8,2,Female,6,Grand son/daughter,Class 1,3,62,Jhapa,9,9999
472,1044,16,1,Female,34,Son/Daughter,Class 12 and Intermediate,1,2,Kuwait,F,5311
473,1044,16,2,Female,18,Son/Daughter,Class 12 and Intermediate,1,12,United Arab Emirates,J,9112
474,1044,20,1,Male,19,Son/Daughter,Class 10,1,10,India,F,5120
475,1044,13,1,Male,28,Son/Daughter,Class 8,4,8,Others,I,8331
476,1044,1,1,Male,45,Son/Daughter,Illiterate,1,30,India,J,9321
477,1044,1,2,Female,40,Daughter-in-law,Class 7,1,60,India,J,9214
478,1044,1,3,Male,16,Grand son/daughter,Class 7,1,12,India,J,9214
479,1044,1,4,Male,14,Grand son/daughter,Class 7,1,12,India,J,9214
480,1044,11,1,Male,42,Spouse,Illiterate,2,6,Jhapa,I,8113
481,1044,19,1,Male,32,Son/Daughter,Class 8,1,35,India,F,5223
482,1044,7,1,Male,46,Spouse,Class 5,1,18,Saudi Arabia,I,8322
483,1045,5,1,Male,32,Son/Daughter,Class 12 and Intermediate,1,12,Qatar,F,5151
484,1045,5,2,Female,28,Daughter-in-law,Class 7,1,12,Qatar,F,5152
485,1045,20,1,Male,18,Son/Daughter,SLC and equiv.,1,96,India,A,210
486,1045,11,1,Male,43,Son/Daughter,SLC and equiv.,1,7,Saudi Arabia,F,5120
487,1045,2,1,Male,30,Spouse,Class 8,4,24,Qatar,H,7115
488,1045,14,1,Male,30,Son/Daughter,Class 8,4,48,Saudi Arabia,F,5223
489,1045,17,1,Male,26,Son/Daughter,Class 12 and Intermediate,4,52,"Korea, Republic of",0,0
490,1045,10,1,Male,18,Son/Daughter,Class 9,4,12,India,J,9412
491,1045,7,1,Male,31,Spouse,SLC and equiv.,4,120,Malaysia,J,9333
492,1045,13,1,Male,29,Son/Daughter,SLC and equiv.,4,1,Saudi Arabia,J,9412
493,1046,6,1,Male,21,Son/Daughter,Class 12 and Intermediate,4,108,United Arab Emirates,F,5222
494,1046,6,2,Male,22,Son/Daughter,Class 12 and Intermediate,4,48,United Arab Emirates,F,5414
495,1046,3,1,Male,25,Son/Daughter,Class 12 and Intermediate,4,9,Qatar,E,4211
496,1046,3,2,Male,18,Son/Daughter,Class 12 and Intermediate,3,4,Kathmandu,9,9999
497,1046,17,1,Male,21,Son/Daughter,Class 12 and Intermediate,1,120,Jhapa,D,3256
498,1046,16,1,Male,30,Son/Daughter,Class 8,4,28,Others,H,7211
499,1046,20,1,Male,28,Son/Daughter,Class 9,4,16,Qatar,H,7121
500,1046,20,2,Male,25,Son/Daughter,Class 8,4,12,Qatar,H,7523
501,1046,4,1,Male,31,Son/Daughter,Class 5,1,24,Qatar,F,5111
502,1046,8,1,Female,48,Spouse,Illiterate,1,7,Kuwait,J,9613
503,1046,8,2,Male,24,Son/Daughter,SLC and equiv.,1,10,Saudi Arabia,I,8113
504,1046,19,1,Male,23,Son/Daughter,Class 5,1,6,Qatar,J,9334
505,1047,18,1,Male,22,Son/Daughter,Class 8,4,8,Bahrain,J,9112
506,1047,17,1,Female,63,Father / mother,Illiterate,1,38,India,J,9111
507,1047,8,1,Male,21,Spouse,Class 5,1,108,Qatar,H,7531
508,1047,5,1,Male,33,Spouse,Class 10,1,105,Qatar,I,8322
509,1047,4,1,Male,33,Spouse,SLC and equiv.,1,11,Qatar,H,7122
510,1047,12,1,Male,32,Son/Daughter,SLC and equiv.,1,6,United Arab Emirates,J,9112
511,1047,3,1,Male,35,Spouse,Class 9,1,84,Saudi Arabia,0,0
512,1047,1,1,Male,22,Spouse,Class 9,1,36,Malaysia,I,8331
513,1047,15,1,Male,27,Son/Daughter,Bachelor Level and equiv.,1,72,United Arab Emirates,0,0
514,1048,13,1,Male,29,Son/Daughter,Class 5,1,36,Malaysia,H,7122
515,1048,1,1,Male,18,Son/Daughter,SLC and equiv.,1,24,Kathmandu,F,5131
516,1048,1,2,Male,22,Son/Daughter,Bachelor Level and equiv.,1,30,"Korea, Republic of",J,9412
517,1048,7,1,Male,38,Spouse,Class 8,1,36,Qatar,H,7126
518,1048,20,1,Male,28,Son/Daughter,Class 8,1,36,Portugal,J,9211
519,1048,20,2,Male,25,Son/Daughter,Class 9,1,12,Malaysia,F,5120
520,1048,8,1,Male,25,Son/Daughter,Bachelor Level and equiv.,1,1,Jajarkot,C,2411
521,1048,8,2,Female,24,Daughter-in-law,Bachelor Level and equiv.,1,1,Syangja,D,3314
522,1048,6,1,Male,40,Son/Daughter,Class 12 and Intermediate,4,11,Saudi Arabia,J,9212
523,1048,18,1,Male,28,Son/Daughter,Class 5,4,15,Qatar,J,9313
524,1048,2,1,Male,58,Spouse,Class 6,4,96,Nawalparasi,D,3122
525,1048,2,2,Male,23,Son/Daughter,Class 12 and Intermediate,4,24,Qatar,J,9333
526,1048,5,1,Male,29,Son/Daughter,Class 8,4,8,Malaysia,F,5414
527,1048,16,1,Male,21,Son/Daughter,Class 5,4,36,Jhapa,J,9629
528,1048,4,1,Female,20,Son/Daughter,Class 12 and Intermediate,1,36,Panchthar,D,3344
529,1048,15,1,Male,28,Brother/sister,Class 12 and Intermediate,4,46,Malaysia,F,5414
530,1048,11,1,Male,34,Spouse,Class 12 and Intermediate,4,70,Saudi Arabia,I,8322
531,1048,14,1,Male,40,Spouse,Illiterate,4,24,Qatar,H,7126
532,1049,13,1,Male,19,Son/Daughter,SLC and equiv.,1,24,United Arab Emirates,F,5120
533,1049,13,2,Male,18,Son/Daughter,Class 12 and Intermediate,1,38,"Korea, Republic of",E,4311
534,1049,8,1,Male,36,Spouse,SLC and equiv.,1,120,Saudi Arabia,H,7119
535,1049,2,1,Male,34,Spouse,Class 3,1,120,Qatar,J,9313
536,1049,2,2,Male,21,Son/Daughter,Class 12 and Intermediate,1,36,"Korea, Republic of",F,5164
537,1049,20,1,Male,35,Son/Daughter,Class 12 and Intermediate,1,58,"Korea, Republic of",I,8160
538,1049,20,2,Male,36,Son/Daughter,Master Level and above,1,24,Japan,J,9313
539,1049,20,3,Female,33,Daughter-in-law,Class 12 and Intermediate,2,10,Japan,F,5142
540,1049,18,1,Male,24,Son/Daughter,SLC and equiv.,1,60,Qatar,J,9112
541,1049,6,1,Male,20,Son/Daughter,Class 12 and Intermediate,3,24,Kathmandu,H,7313
542,1049,6,2,Male,18,Son/Daughter,Class 9,4,24,Kathmandu,H,7214
543,1049,16,1,Male,24,Son/Daughter,Class 12 and Intermediate,4,12,Sunsari,H,7112
544,1049,1,1,Male,52,Spouse,Class 9,4,60,Saudi Arabia,H,7213
545,1049,1,2,Male,19,Son/Daughter,SLC and equiv.,4,6,Saudi Arabia,I,8322
546,1049,1,3,Female,25,Son/Daughter,Master Level and above,3,36,Kathmandu,9,9999
547,1049,7,1,Male,30,Spouse,Class 10,4,9,Malaysia,I,8212
548,1049,4,1,Male,20,Son/Daughter,Class 12 and Intermediate,4,11,United Arab Emirates,F,5131
549,1049,14,1,Female,24,Daughter-in-law,Class 9,4,18,Saudi Arabia,E,4415
550,1049,14,2,Male,31,Son/Daughter,SLC and equiv.,1,40,Saudi Arabia,H,7126
551,1049,14,3,Male,22,Son/Daughter,SLC and equiv.,4,50,Malaysia,J,9321
552,1049,19,1,Male,26,Son/Daughter,Class 10,4,24,Saudi Arabia,0,0
553,1050,2,1,Male,35,Spouse,Illiterate,1,32,Saudi Arabia,J,9313
554,1050,2,2,Male,23,Son/Daughter,Class 8,1,22,Qatar,J,9313
555,1050,1,1,Male,34,Spouse,Class 7,1,24,Saudi Arabia,H,7131
556,1050,18,1,Male,25,Son/Daughter,Illiterate,1,5,India,J,9212
557,1050,18,2,Female,23,Daughter-in-law,Illiterate,1,5,India,J,9212
558,1050,18,3,Male,21,Son/Daughter,Illiterate,1,12,India,J,9212
559,1050,18,4,Male,1,Grand son/daughter,NA,5,12,India,,NA
560,1050,19,1,Male,33,Son/Daughter,Class 12 and Intermediate,4,3,Saudi Arabia,F,5414
561,1050,19,2,Male,26,Son/Daughter,Class 12 and Intermediate,4,48,Malaysia,I,8183
562,1050,17,1,Male,19,Son/Daughter,SLC and equiv.,4,9,Saudi Arabia,0,0
563,1050,8,1,Male,30,Spouse,Class 2,4,6,Qatar,H,7212
564,1050,10,1,Male,27,Son/Daughter,Bachelor Level and equiv.,4,6,Malaysia,I,8183
565,1050,14,1,Male,41,Son/Daughter,Class 10,1,36,Saudi Arabia,F,5414
566,1050,4,1,Male,31,Son/Daughter,SLC and equiv.,1,12,Malaysia,I,8322
567,1050,12,1,Male,23,Son/Daughter,Class 9,4,22,Malaysia,H,7523
568,1050,12,2,Male,17,Son/Daughter,Class 8,4,3,Morang,J,9313
569,1051,1,1,Male,29,Son/Daughter,Bachelor Level and equiv.,4,33,United Arab Emirates,F,5414
570,1051,3,1,Male,19,Son/Daughter,Illiterate,4,36,India,J,9212
571,1051,3,2,Female,17,Daughter-in-law,Illiterate,7,0,India,0,0
572,1051,3,3,Male,16,Son/Daughter,Illiterate,4,3,India,J,9212
573,1051,3,4,Female,16,Daughter-in-law,Illiterate,7,1,Morang,0,0
574,1051,6,1,Male,20,Spouse,Class 10,1,3,Dhankuta,A,310
575,1051,19,1,Male,26,Son/Daughter,SLC and equiv.,1,36,Qatar,I,8342
576,1051,19,2,Male,19,Son/Daughter,Class 12 and Intermediate,3,36,Kathmandu,0,0
577,1051,13,1,Female,38,Daughter-in-law,Class 10,7,12,Morang,F,5311
578,1051,13,2,Female,8,Grand son/daughter,Class 1,3,12,Morang,,NA
579,1051,13,3,Female,5,Grand son/daughter,Nursery/LKG/UKG,3,12,Morang,,NA
580,1051,13,4,Male,30,Son/Daughter,SLC and equiv.,1,60,Qatar,J,9622
581,1051,13,5,Male,30,Son/Daughter,SLC and equiv.,1,24,Qatar,J,9321
582,1051,8,1,Female,27,Daughter-in-law,Class 10,7,36,Kathmandu,0,0
583,1051,8,2,Male,1,Grand son/daughter,NA,5,30,Kathmandu,,NA
584,1051,8,3,Male,26,Son/Daughter,Class 10,1,36,Malaysia,F,5414
585,1051,7,1,Male,32,Spouse,Class 10,1,36,Malaysia,F,5414
586,1051,12,1,Male,19,Son/Daughter,Class 12 and Intermediate,1,1,Dhankuta,D,3355
587,1051,12,2,Male,19,Son/Daughter,Class 12 and Intermediate,1,10,Bhojpur,D,3313
588,1051,10,1,Female,29,Brother/sister,Master Level and above,3,5,Kathmandu,0,0
589,1051,2,1,Male,15,Son/Daughter,SLC and equiv.,3,0,Morang,0,0
590,1052,2,1,Male,25,Spouse,Class 12 and Intermediate,4,26,United Arab Emirates,H,7214
591,1052,20,1,Male,26,Son/Daughter,Class 10,4,46,Kuwait,0,0
592,1052,20,2,Male,24,Son/Daughter,SLC and equiv.,4,48,Malaysia,F,5153
593,1052,20,3,Male,23,Son/Daughter,Class 5,4,18,Bahrain,H,7119
594,1052,5,1,Male,28,Spouse,Class 7,1,192,Qatar,F,5141
595,1052,7,1,Male,19,Son/Daughter,Class 9,1,24,Kuwait,H,7119
596,1052,6,1,Male,5,Son/Daughter,Class 1,3,216,Morang,0,0
597,1052,6,2,Male,17,Son/Daughter,Class 10,3,5,Morang,0,0
598,1053,7,1,Male,24,Son/Daughter,Class 5,4,108,Malaysia,0,0
599,1053,20,1,Male,31,Son/Daughter,SLC and equiv.,1,36,Qatar,J,9313
600,1053,20,2,Male,34,Son/Daughter,SLC and equiv.,1,24,Saudi Arabia,J,9329
601,1053,8,1,Male,26,Son/Daughter,SLC and equiv.,1,24,Qatar,H,7523
602,1053,8,2,Male,21,Son/Daughter,Class 10,1,36,Qatar,H,7523
603,1053,2,1,Male,33,Spouse,Class 10,1,18,Qatar,0,0
604,1053,19,1,Male,31,Son/Daughter,Class 8,1,20,Qatar,0,0
605,1053,15,1,Female,19,Son/Daughter,SLC and equiv.,1,1,Sunsari,D,3221
606,1054,2,1,Male,26,Spouse,Class 3,1,9,Saudi Arabia,H,7126
607,1054,6,1,Male,28,Spouse,Class 6,1,18,Saudi Arabia,J,9129
608,1054,5,1,Male,46,Spouse,Literate (Levelless),2,6,Kathmandu,F,5221
609,1054,9,1,Male,36,Spouse,Illiterate,4,24,Saudi Arabia,H,7411
610,1054,1,1,Male,28,Son/Daughter,Class 5,4,11,Kuwait,I,8332
611,1054,20,1,Male,32,Son/Daughter,Class 8,4,34,Saudi Arabia,I,8332
612,1054,20,2,Female,29,Son/Daughter,Class 9,4,36,Kuwait,J,9111
613,1054,10,1,Male,39,Spouse,Class 9,1,35,Chitawan,G,6121
614,1055,10,1,Male,19,Son/Daughter,Class 12 and Intermediate,1,60,Bahrain,I,8350
615,1055,1,1,Male,25,Son/Daughter,Class 4,1,26,Malaysia,J,9333
616,1055,1,2,Female,24,Daughter-in-law,Illiterate,7,22,Morang,9,9999
617,1055,1,3,Male,4,Grand son/daughter,NA,5,20,Morang,,NA
618,1055,20,1,Male,46,Spouse,Literate (Levelless),1,24,Qatar,J,9333
619,1055,16,1,Male,34,Spouse,Class 12 and Intermediate,1,60,Bahrain,F,5414
620,1055,9,1,Male,42,Spouse,Class 7,4,2,Malaysia,F,5414
621,1055,18,1,Male,36,Spouse,Class 6,4,36,Saudi Arabia,0,0
622,1055,13,1,Male,22,Son/Daughter,SLC and equiv.,4,1,Bhojpur,I,8332
623,1055,13,2,Female,18,Daughter-in-law,Class 10,4,12,Kuwait,J,9111
624,1055,5,1,Male,20,Son/Daughter,Class 12 and Intermediate,3,3,Kathmandu,0,0
625,1055,7,1,Female,28,Son/Daughter,SLC and equiv.,4,10,Kuwait,J,9321
626,1055,6,1,Male,40,Spouse,SLC and equiv.,4,6,United Arab Emirates,J,9211
627,1055,15,1,Male,29,Spouse,Class 10,1,12,United Arab Emirates,J,9412
628,1055,4,1,Male,32,Spouse,SLC and equiv.,4,36,United Arab Emirates,E,4415
629,1055,19,1,Male,48,Spouse,SLC and equiv.,4,6,United Arab Emirates,I,8332
630,1056,1,1,Male,17,Son/Daughter,SLC and equiv.,4,120,Kathmandu,0,0
631,1056,1,2,Male,20,Son/Daughter,Class 12 and Intermediate,4,60,Kathmandu,0,0
632,1056,1,3,Male,19,Son/Daughter,SLC and equiv.,4,24,Kathmandu,0,0
633,1056,10,1,Male,11,Grand son/daughter,Class 4,3,8,Morang,9,9999
